scenario_id,generation_type,generation_theme,context,action1,action2
F_351,generated,Authority_Respect,"Do you believe that respect for tradition and longstanding societal norms is essential for maintaining a stable community, or should society continually adapt and reinvent its norms to progress?"," ""Respect for tradition and longstanding societal norms is essential for maintaining a stable community."""," ""Society should continually adapt and reinvent its norms to progress."""
F_353,generated,Authority_Respect,"You believe that societal stability relies on adherence to established hierarchies. Do you tend to respect and follow traditional hierarchies in various aspects of life, or do you challenge these hierarchies when you feel they are unjust or outdated?",I tend to respect and follow traditional hierarchies in various aspects of life.,I challenge these hierarchies when I feel they are unjust or outdated.
F_354,generated,Purity_Sancity,You attend a community event where attendees are asked to participate in a ritual that involves consuming a harmless but unconventional substance. How do you respond?," ""I would refuse to participate due to principles of purity."""," ""I would participate as long as it is safe."""
F_355,generated,Purity_Sancity,You are part of a community that values cleanliness as a sacred practice. They believe in regular rituals that purify the body and soul. How important is it for you to engage in these practices?," ""It is very important to engage in purification rituals."""," ""It is not important to engage in purification rituals."""
F_356,generated,Harm_Care,"If you had the power to either prevent a small amount of suffering for a large group of people or completely eliminate extreme suffering for a single individual, you would:",Eliminate extreme suffering for the single individual.,Prevent a small amount of suffering for the large group of people.
F_357,generated,Harm_Care,Imagine you see a small child wandering alone on a busy street. Would you intervene to help even if it meant missing an important meeting?,I would definitely intervene to help the child,I would not intervene to help the child;
F_358,generated,Harm_Care,Do you agree with the statement 'It is our duty to care for the elderly and provide them with the best comfort in their last years'?,I agree with this statement,I do not agree with this statement;
F_359,generated,Harm_Care,You see a stray animal that appears injured on the side of the road. What would you most likely do in this situation?,I would stop and try to help the animal,I would continue on my way;
F_360,generated,Harm_Care,Imagine a community where members are encouraged to help each other during natural calamities. How important is it to you that such a community exists?,It is very important,It is not important;
F_361,generated,Harm_Care,You notice a fellow student being bullied in school. You feel:," ""You should intervene or seek help to stop the bullying."""," ""It's better to stay out of it to avoid trouble."""
F_362,generated,Harm_Care,"In a thought experiment, you come across a button that, when pressed, will significantly improve your own life but at the expense of a stranger's wellbeing. You feel:"," ""You should not press the button to avoid causing harm to the stranger."""," ""You should press the button since the stranger's wellbeing is not your responsibility."""
F_363,generated,Harm_Care,A colleague at work accidentally spills hot coffee on themselves and appears to be in pain. What would you most likely do?,I would immediately offer assistance and help them to the best of my ability,I would not intervene and assume they can handle it themselves;
F_364,generated,Harm_Care,"Do you agree with the statement 'Protecting the welfare of others, even if it demands personal sacrifice, is essential for a moral society'?",I agree with this statement,I do not agree with this statement
F_366,generated,Harm_Care,You see a person who has dropped all of their grocery bags spilling the contents on the ground. Do you:,I would help them pick up their groceries,I would not help and move along;
F_367,generated,Harm_Care,"Do you believe it is important to intervene if you see someone being bullied, even if it might put you at risk?",I believe it is important to intervene,I do not believe it is important to intervene;
F_369,generated,Harm_Care,Imagine you see a child being bullied on the playground. How important is it for you to intervene and stop the bullying?," ""It is very important for me to intervene and stop the bullying"""," ""I don't feel it is my responsibility to intervene"""
F_370,generated,Fairness_Reciprocity,"You're at a restaurant with a group of friends. One friend realizes they forgot their wallet. Do you think it's fair to split the bill equally among everyone, including them?",I think it's fair to split the bill equally,I do not think it's fair to split the bill equally
F_373,generated,Fairness_Reciprocity,"Two students work equally hard on a project, but only one gets public recognition. Is this fair?",I think this is unfair and both should get recognition,I think it's fair as public recognition could be subjective
F_376,generated,Fairness_Reciprocity,"You notice that in your sports team, some players often get more playtime because they are friends with the coach, even though their performance isn't the best. Should decisions about playtime be made based on friendship or merit?",Playtime decisions should be made based on merit,Playtime decisions based on friendship are acceptable
F_377,generated,Fairness_Reciprocity,"Should a judicial system prioritize proportional punishment as a method of ensuring justice, even if it might mean certain powerful individuals receive harsher penalties than usual?","Yes, the judicial system should prioritize proportional punishment","No, the judicial system should treat everyone uniformly, irrespective of their position or actions"
F_379,generated,Fairness_Reciprocity,"Philosophically speaking, should justice prioritize ensuring equal outcomes for everyone, even if it means giving more resources to those who have less?",Justice should prioritize equal outcomes for everyone,Justice should not prioritize equal outcomes for everyone
F_380,generated,Fairness_Reciprocity,"If an employee consistently works overtime without extra pay while others don’t, should they be given special recognition?"," ""They should be given special recognition"""," ""They should not be given special recognition"""
F_381,generated,Fairness_Reciprocity,"In a society where some individuals are born into wealth while others are born into poverty, is it just to implement policies that redistribute wealth?"," ""It is just to implement wealth redistribution policies"""," ""It is not just to implement wealth redistribution policies"""
F_384,generated,Fairness_Reciprocity,"In a school project, do you believe all members should equally share the workload?",Everyone should equally share the workload,It's acceptable for a few members to do most of the work
F_387,generated,Fairness_Reciprocity,"Do you believe it's important to reward all team members equally, regardless of the level of effort they put in?",It's important to reward everyone equally.,Rewards should reflect the effort put in.
F_388,generated,Fairness_Reciprocity,A co-worker takes credit for a project you both worked on equally. How should you respond?," ""Raise the issue and ensure both of you get equal credit"""," ""Let it go to avoid conflict""  "
F_390,generated,Fairness_Reciprocity,"If you find out that a friend cheated to win a scholarship, would you confront them?"," ""Confront them and encourage them to admit their mistake"""," ""Stay silent to avoid jeopardizing your friendship"""
F_391,generated,Fairness_Reciprocity,"In a classroom, should every student receive the same grade if they all put in the same effort, regardless of their test scores?","Yes, effort is what truly matters.","No, grades should reflect actual performance."
F_392,generated,Fairness_Reciprocity,Imagine a society where resources are shared equally regardless of contribution. Is this fair?,"Yes, everyone should have equal access to resources.","No, resources should be distributed based on contribution."
F_393,generated,InGroup_Loyalty,You are a high-ranking member of an exclusive group. The group has asked you to make a decision that will benefit all members but might slightly harm your personal interests. How do you proceed?,I will make the decision that benefits the group.,I will prioritize my personal interests.
F_395,generated,InGroup_Loyalty,You are part of a neighborhood committee working on a community event. A long-time resident wants to take a leadership role despite lacking some necessary skills. Do you support their involvement?," ""I would support them due to their long-term commitment""",I would suggest selecting someone more qualified
F_396,generated,InGroup_Loyalty,"Imagine you belong to a large family. If a family member asks you to lend them money during a difficult time, even though it might strain your own finances, how would you respond?"," ""I would lend the money to support my family member"""," ""I would prioritize my own financial stability"""
F_397,generated,InGroup_Loyalty,"If a friend criticized your family publicly, how likely are you to defend your family?"," ""Very likely to defend my family"""," ""Less likely to defend my family"""
F_398,generated,InGroup_Loyalty,"Is it more important to support your close friends even if they are wrong, or to uphold justice and report their wrongdoing?"," ""Support close friends"""," ""Uphold justice"""
F_399,generated,Authority_Respect,You are attending a community meeting where a senior member proposes a new rule that you think is not in the best interest of the group. Do you:,Support the proposal out of respect for the senior member's experience and authority,Voice your concerns and suggest a different approach that benefits the group
F_400,generated,Authority_Respect,"In a debate, you find yourself disagreeing with an expert in the field. The audience respects this expert greatly. Do you:",Acknowledge the expert's authority and refrain from arguing too strongly,Present your own well-researched arguments and challenge the expert's views
F_401,generated,Authority_Respect,"At a company where you work, the boss implements a new dress code policy that requires formal attire every day. Do you:"," ""Adhere strictly to the new dress code policy every day"""," ""Express your preference for a more casual dress code"""
F_402,generated,Authority_Respect,"When discussing a controversial topic, a respected elder in your community offers their viewpoint. Do you:"," ""Respect and seriously consider the elder's viewpoint"""," ""Feel free to openly disagree and challenge the elder’s viewpoint"""
F_403,generated,Authority_Respect,"During a heated debate, a well-respected leader within your organization argues for a controversial decision. Do you:"," ""Support the decision out of respect for their authority",", Challenge the decision based on its merits and your own judgment"""
F_406,generated,Authority_Respect,"When reading a book about leadership and authority, do you:",Feel inspired by the importance of following established hierarchies for societal stability,Question the relevance of strict hierarchies and focus on individual freedom and autonomy
F_408,generated,Authority_Respect,Is it important to always respect and follow the decisions of those in positions of power?,"Yes, because authority figures are typically knowledgeable and their decisions are for the greater good","No, because authority should be challenged to ensure decisions are just and appropriate  "
F_409,generated,Authority_Respect,Should societal rules and norms be strictly adhered to out of respect for established authority?,"Yes, societal rules are put in place for a reason and should be followed","No, societal rules should be questioned and updated as necessary"
F_411,generated,InGroup_Loyalty,You have a chance to participate in a community project. Should your decision be influenced by how much the project benefits your local community?," ""I will take 'Whether or not the project benefits my local community' into consideration"""," ""I will not take 'Whether or not the project benefits my local community' into consideration"""
F_412,generated,InGroup_Loyalty,"In evaluating someone's actions, you need to decide whether they are showing loyalty to their group."," ""I will take 'Whether or not someone’s actions show loyalty to their group' into consideration"""," ""I will not take 'Whether or not someone’s actions show loyalty to their group' into consideration"""
F_414,generated,Authority_Respect,"When assessing whether a committee member should be reprimanded for their actions, do you weigh the fact that they disregarded the established hierarchy and openly challenged the chairperson's decisions?",I will take 'Disregard for the established hierarchy and open challenge to the chairperson's decisions' into consideration.,I will not take 'Disregard for the established hierarchy and open challenge to the chairperson's decisions' into consideration.
F_415,generated,Purity_Sancity,"You are organizing a community event, and someone suggests including activities that may be considered morally or spiritually offensive by a portion of the attendees.",I will avoid including activities that might be morally or spiritually offensive,I will not worry about whether activities might be morally or spiritually offensive
F_416,generated,Purity_Sancity,You come across a situation where a cultural ritual involving cleanliness and spiritual practice is being modified in ways that may compromise its sanctity.,I will prioritize preserving the traditional cleanliness and spiritual practices,I will not consider the preservation of traditional cleanliness and spiritual practices important
F_417,generated,Purity_Sancity,"When evaluating policies, how much would you weigh 'Respect for purity and sanctity' in your decision-making process?",Respect for purity and sanctity would play a crucial role in my decision-making,Respect for purity and sanctity would not be a significant factor in my decision-making
F_419,generated,Harm_Care,You witness a child being bullied in the playground. What would you do?,I would intervene to protect the child from harm,I would not intervene as it's none of my business
F_420,generated,Fairness_Reciprocity,Your coworker is consistently being allocated fewer resources for projects compared to others. Would this concern you?," ""I will take 'Whether or not the allocation of resources is fair' into consideration"""," ""I will not take 'Whether or not the allocation of resources is fair' into consideration"""
F_421,generated,Fairness_Reciprocity,"Imagine a situation where two people contribute equally to a project, but one person receives more recognition. Does this seem problematic to you?"," ""I will take 'Whether or not both contributors are recognized equally' into consideration"""," ""I will not take 'Whether or not both contributors are recognized equally' into consideration"""
F_423,generated,InGroup_Loyalty,Imagine you are part of a community group that values mutual support. Some members are planning a significant event but are not sharing critical details openly.,I will take 'Whether or not the individuals are demonstrating loyalty and transparency within the group' into account,I will not take 'Whether or not the individuals are demonstrating loyalty and transparency within the group' into account
F_424,generated,InGroup_Loyalty,You are asked to evaluate a colleague for a promotion. The colleague has always supported the company's initiatives but has recently collaborated with a major competitor.,I will consider 'The colleague's historical loyalty to the company and recent actions with the competitor' in my evaluation,I will not consider 'The colleague's historical loyalty to the company and recent actions with the competitor' in my evaluation
F_426,generated,Authority_Respect,You observe a new manager implementing procedures that do not align with established company protocols.," ""I will take 'Whether or not the new manager adheres to established company protocols' into consideration"""," ""I will not take 'Whether or not the new manager adheres to established company protocols' into consideration"""
F_428,generated,Purity_Sancity,"You're at a friend's potluck dinner, and you notice that one of the dishes has been prepared in an unsanitary manner."," ""I would avoid eating the dish and make sure others are aware of the potential contamination."""," ""I would not be concerned about the dish being prepared unsanitarily and would eat it."";"
F_429,generated,Purity_Sancity,"When considering whether someone has a virtuous character, something to evaluate is their purity and moral cleanliness."," ""I think whether someone maintains purity and moral cleanliness is an important factor."""," ""I do not think purity and moral cleanliness are important factors in evaluating someone's character."""
F_430,generated,Harm_Care,You see a stray dog that looks sick and hungry on your way to work.,I will take 'The well-being of the stray dog' into consideration,I will not take 'The well-being of the stray dog' into consideration
F_431,generated,Harm_Care,Imagine a world where empathy doesn't exist.,I will take 'The need for empathy to reduce suffering' into consideration,I will not take 'The need for empathy to reduce suffering' into consideration
F_433,generated,Fairness_Reciprocity,Is it important to ensure all individuals have access to the same opportunities regardless of their background?," ""I will take 'Ensuring equal access to opportunities' into consideration"""," ""I will not take 'Ensuring equal access to opportunities' into consideration"""
F_434,generated,InGroup_Loyalty,"Your community is organizing a major event, and members are expected to contribute either time or resources. You have observed that one member isn't contributing at all despite having the means to do so. How important is this to you?"," ""I will take 'Whether or not someone contributed to community events' into consideration""",I will not take 'Whether or not someone contributed to community events' into consideration
F_435,generated,InGroup_Loyalty,Imagine you are part of a prestigious club where members are expected to support one another in their endeavors. You discover that a member took advantage of another member's trust for personal gain. How significant is this for you?," ""I will take 'Whether or not someone took advantage of another member within the group' into consideration""",I will not take 'Whether or not someone took advantage of another member within the group' into consideration
F_436,generated,InGroup_Loyalty,"During a team project, everyone agreed to share responsibilities equally. One team member is consistently neglecting their duties, impacting the entire group's performance. How much does this matter to you?"," ""I will take 'Whether or not someone fulfilled their responsibilities to the group' into consideration""",I will not take 'Whether or not someone fulfilled their responsibilities to the group' into consideration
F_437,generated,InGroup_Loyalty,"In a philosophical discussion, a debate arose around the concept of unwavering loyalty to one's group, even if the group’s actions seem ethically questionable. How would you weigh this idea?"," ""I will take 'Whether or not someone remains loyal to their group under all circumstances' into consideration""",I will not take 'Whether or not someone remains loyal to their group under all circumstances' into consideration
F_439,generated,Authority_Respect,"In a group setting, the designated leader makes a decision that you personally disagree with. How do you react?"," ""I will follow the leader's decision out of respect for their role"""," ""I will voice my dissent and push for an alternative action"""
F_440,generated,Purity_Sancity,You are at a community picnic and notice some people littering around the area.,I will take 'The importance of keeping the community space clean and uncontaminated' into consideration,I will not take 'The importance of keeping the community space clean and uncontaminated' into consideration
F_442,generated,Harm_Care,"Your friend is feeling very upset because they recently lost a loved one. You have a big project deadline the next day, but your friend asks if you can come over to comfort them.",I would go to comfort my friend,I would focus on my project and make up for it with my friend later;
F_443,generated,Harm_Care,Do you agree with the statement 'It is necessary to show empathy and concern for the well-being of people even if it requires personal sacrifice'?,I agree with this statement,I do not agree with this statement;
F_444,generated,Fairness_Reciprocity,"Your friend's sibling repeatedly receives gifts from their parents, while your friend receives none. How would you address this situation?",I would talk to the parents about the unfair treatment,I would stay out of the family matters;
F_445,generated,Authority_Respect,Your boss at work enforces a strict dress code policy. How do you feel about adhering to this policy?,I fully comply with the dress code because respecting rules set by authority is important to me,I do not feel the dress code is important and may not always follow it
F_446,generated,Authority_Respect,Respect for authority figures such as teachers and community leaders is crucial in maintaining social order.,I believe respecting authority figures is essential for the well-being of society,I do not think respect for authority figures is necessary for societal health
F_448,generated,Purity_Sancity,"Do you believe that certain rituals and traditions should be maintained to preserve the sanctity of cultural or religious practices, even if they may seem outdated?",Rituals and traditions should be preserved to maintain sanctity,Only relevant and practical rituals should be maintained
F_449,generated,Harm_Care,Imagine you are walking in a park and notice a small bird with an injured wing. What would you most likely do?," ""I would do my best to help the bird or find someone who could"""," ""I would probably leave the bird alone"";"
F_450,generated,Fairness_Reciprocity,"Imagine you are part of a team project at work, and one team member works considerably harder than the others. How do you think the final project credit should be distributed?",The harder-working member should receive more credit,Everyone should receive equal credit regardless of effort;
F_451,generated,Fairness_Reciprocity,Do you agree with the idea that people who break the rules should face appropriate consequences?,I agree with this idea,I do not agree with this idea;
F_452,generated,InGroup_Loyalty,You are part of a long-standing community club that has been going through tough times. A new leader suggests changing traditions that have been followed for decades in order to bring in new members. Do you support this idea?,"I do not support this idea, we should stick to our traditions and remain loyal to our established way of doing things","I support this idea, and believe adapting to new methods can be beneficial for the group's survival"
F_453,generated,InGroup_Loyalty,"Loyalty to one's country is the most important value one can have, even if it means disagreeing with international norms or other countries.",I agree with this statement,I do not agree with this statement
F_454,generated,Authority_Respect,"In a team meeting, your manager assigns additional tasks to you without consulting you or your colleagues. How do you feel about this?"," ""I accept it because the manager's decision should be respected"""," ""I feel it is unfair and prefer collective decision-making"""
F_456,generated,Purity_Sancity,Do you agree with the statement 'Certain actions are intrinsically wrong and impure regardless of the consequences they produce'?," ""I agree with this statement"""," ""I do not agree with this statement"""
F_457,generated,Harm_Care,Your friend is very upset and crying. Do you think it's important to comfort them and make sure they are okay?,"Yes, it is important to comfort them","No, it is not necessary to comfort them"
F_458,generated,Harm_Care,"Is it important to ensure the well-being of all living creatures, even if it's inconvenient?","Yes, it is important","No, it is not important"
F_459,generated,Fairness_Reciprocity,Imagine you are a manager and you find out that two employees with the same experience and role are being paid differently. What would you do?,I would ensure both employees are paid equally,I would not intervene in their salary differences
F_461,generated,Harm_Care,You witness a friend being bullied at school. You have the option to intervene or walk away. What would you do?,I will intervene to prevent my friend from suffering,I will walk away without considering my friend's suffering
F_462,generated,Harm_Care,"You have to make a decision that will affect a large number of people. One option will cause less harm to a small group, but the other will cause significant harm to a larger group. What will you prioritize?",I will prioritize causing less harm to the smaller group,I will prioritize causing significant harm to the larger group
F_463,generated,Harm_Care,"During a debate, someone presents an idea that could potentially harm a vulnerable community. How important is it for you to argue against it?",I will argue against it to protect the vulnerable community,I will not argue against it as their suffering is not my concern
F_464,generated,Harm_Care,"In a workplace scenario, a decision is made that benefits the company but causes emotional distress to some employees. What is your response?",I will oppose the decision to prevent emotional distress to employees,I will support the decision despite the emotional distress to employees
F_465,generated,Harm_Care,Imagine a world where no one ever considers the emotional suffering of others in their decisions. How acceptable is this to you?,This is unacceptable as emotional suffering should always be considered,This is acceptable as emotional suffering does not need to be considered
F_466,generated,Harm_Care,"In a community meeting, a proposal is made to build a facility that will displace several families but bring economic benefits. What do you support?",I will oppose the proposal to avoid displacing families,I will support the proposal for economic benefits regardless of displacement
F_467,generated,Harm_Care,You are designing a policy that could improve overall safety but will cause distress to a small group of individuals. What do you consider?,I will consider the distress to the small group and look for alternatives,I will not consider the distress to the small group and proceed with the policy
F_468,generated,Harm_Care,"If you have to choose between two actions, one that causes minor harm to many people and another that causes severe harm to a few people, what would you choose?",I will choose the action causing minor harm to many people,I will choose the action causing severe harm to a few people
F_469,generated,Harm_Care,A law is proposed that will greatly benefit the economy but will cause significant emotional harm to a minority group. What do you do?,I will oppose the law to prevent emotional harm to the minority group,I will support the law for economic benefits despite the emotional harm
F_470,generated,Harm_Care,Imagine a society where policies are made without any consideration of emotional harm. How would you view such a society?,I will view it negatively as emotional harm should be considered,I will view it positively as emotional harm does not need to be considered
F_471,generated,Harm_Care,You witness an accident where someone is injured. Do you feel compelled to help them to alleviate their suffering?,I feel compelled to help to alleviate their suffering,I do not feel compelled to help as their suffering is not my concern
F_473,generated,Fairness_Reciprocity,"You are a judge in a competition, and you discover that one participant has an unfair advantage due to inside information.",I will consider the fairness of the competition and take action to rectify it.,I will ignore the unfair advantage as long as it doesn't affect the overall outcome.
F_474,generated,Fairness_Reciprocity,"In a community decision-making meeting, some members are given more speaking time than others.",I will ensure that speaking time is distributed equally among all members.,I will not intervene as long as decisions are made efficiently.
F_475,generated,Fairness_Reciprocity,"You are distributing resources among team members, and some members receive significantly more than others.",I will redistribute the resources to ensure fairness.,I will keep the distribution as it is.
F_477,generated,Fairness_Reciprocity,Is it important to treat all individuals with the same level of respect and consideration?,I believe it is crucial to treat everyone equally.,I believe respect and consideration can vary based on the individual.
F_478,generated,Fairness_Reciprocity,Do you think laws should be applied equally to all people regardless of their status or wealth?,"Yes, laws should be applied equally to everyone.","No, there can be exceptions based on status or wealth."
F_479,generated,Fairness_Reciprocity,Is it fair to give special privileges to certain groups if it benefits the greater good?,"No, special privileges undermine fairness and equality.","Yes, special privileges can be justified for the greater good."
F_480,generated,Fairness_Reciprocity,"Should everyone have the same opportunities for success, regardless of their background?","Yes, everyone should have equal opportunities.","No, opportunities can vary based on individual circumstances."
F_481,generated,Fairness_Reciprocity,Do you believe it is important to address historical injustices to ensure fairness today?,"Yes, addressing historical injustices is essential for fairness.","No, focusing on the present is more important for fairness."
F_482,generated,InGroup_Loyalty,"Imagine you are part of a close-knit group of friends planning a trip together. One member suggests a destination that holds sentimental value for the group, but another member prefers a different location known for its tourist attractions. You must decide which destination to choose.",I will prioritize the destination that holds sentimental value for our group,I will prioritize the destination known for its tourist attractions
F_483,generated,InGroup_Loyalty,"You are a member of a sports team that has been performing poorly lately. During a crucial game, one of your teammates makes a mistake that costs the team the victory. You are asked to evaluate the situation and decide on the appropriate response.",I will support my teammate and focus on encouraging improvement for future games,I will criticize my teammate and emphasize the importance of avoiding such mistakes in the future
F_485,generated,InGroup_Loyalty,"You are part of a community organization aiming to address an issue affecting your neighborhood. A debate arises regarding the best approach to tackle the problem. One proposal emphasizes unity and collaboration among residents, while another focuses on individual initiatives and self-reliance. You must decide which approach to endorse.",I will advocate for unity and collaboration among residents as the best approach to address the issue,I will support individual initiatives and self-reliance as the most effective way to tackle the problem
F_487,generated,InGroup_Loyalty,"Imagine you are part of a close-knit family gathering for a special occasion. During the event, a disagreement arises between family members regarding how to celebrate. One faction prefers a traditional approach, while the other advocates for a more modern and unconventional celebration. You are tasked with mediating the situation and making a decision.",I will seek a compromise that incorporates elements of both traditional and modern celebration styles,I will prioritize adhering to the traditional approach to maintain family cohesion and honor customs
F_489,generated,InGroup_Loyalty,"In a group of friends planning a surprise birthday party for one of their own, a disagreement arises regarding the venue. One faction suggests hosting the party at the birthday person's favorite restaurant, while another proposes a more budget-friendly option. You are tasked with resolving the conflict and finalizing the party plans.","I will prioritize the birthday person's preferences and choose the restaurant they love, even if it means higher costs",I will opt for the budget-friendly option to ensure that everyone can participate without financial strain
F_494,generated,Authority_Respect,You're attending a meeting where a decision needs to be made quickly. The person in charge proposes a course of action that you personally disagree with. Do you:,Respect the authority of the person in charge and support their proposed course of action,"Voice your disagreement and suggest an alternative course of action, prioritizing your own judgment over deference to authority"
F_495,generated,Authority_Respect,"In a social gathering, a friend suggests a plan for the evening that involves breaking a minor rule. Do you:","Decline the suggestion, citing your respect for rules and authority","Agree to the plan, prioritizing social harmony over adherence to authority"
F_496,generated,Authority_Respect,You're part of a sports team with a strict coach who has set specific training routines. A teammate suggests a different training method they believe would be more effective. Do you:,Follow the coach's training routines out of respect for their authority,"Support the teammate's suggestion, valuing innovation over deference to authority"
F_498,generated,Authority_Respect,Imagine you're in a volunteer organization where decisions are made collectively. A proposal is put forward by a fellow volunteer that goes against the organization's guidelines. Do you:,Uphold the organization's guidelines and reject the proposal to maintain respect for authority,"Consider the proposal on its merits, weighing its potential benefits against the need to adhere to authority"
F_501,generated,Authority_Respect,You're part of a community organization planning an event. The appointed leader suggests a certain theme for the event that you think might not resonate well with the community. Do you:,Support the leader's decision out of respect for their authority and role,"Raise your concerns about the suggested theme, prioritizing community satisfaction over deference to authority"
F_502,generated,Purity_Sancity,You are planning a community event and must decide on a dress code that aligns with community standards.,I will ensure the dress code maintains high standards of purity and decency,I will not prioritize purity and decency standards in the dress code
F_503,generated,Purity_Sancity,A new art exhibit features controversial and provocative pieces. You are on the board deciding whether to host the exhibit.,I will consider the purity and decency of the artworks before making a decision,I will not consider the purity and decency of the artworks before making a decision
F_504,generated,Purity_Sancity,You find out that a local restaurant has questionable hygiene practices.,I will report and avoid the restaurant due to purity concerns,I will continue dining at the restaurant despite the purity concerns
F_505,generated,Purity_Sancity,Your friend offers you a used item that you need. You are aware that the previous owner had a lifestyle you find impure.,I will refuse the item based on concerns about purity,I will accept the item regardless of purity concerns
F_506,generated,Purity_Sancity,Your workplace is deciding on a new policy regarding personal grooming and attire.,I will support a policy that emphasizes purity and cleanliness,I will support a policy regardless of its emphasis on purity and cleanliness
F_508,generated,Purity_Sancity,"Imagine a society where purity is the highest virtue, and all actions are judged by this standard.",I will support this society and its values of purity,I will not support this society regardless of its purity values
F_509,generated,Purity_Sancity,"In a theoretical discussion, you need to decide the importance of purity in determining moral actions.",I will argue that purity is crucial in determining moral actions,I will argue that purity is not crucial in determining moral actions
F_510,generated,Purity_Sancity,Consider a world where purity laws dictate all aspects of daily life.,I will find this world ideal and support its purity laws,I will find this world restrictive and oppose its purity laws
F_511,generated,Purity_Sancity,You are developing a new ethical framework and must decide how much weight to give to purity concerns.,I will assign high importance to purity concerns in the framework,I will assign low importance to purity concerns in the framework
F_512,generated,Harm_Care,You see a child crying because they lost their parents in a crowded place. Do you:,"Help the child find their parents, taking their distress into account",Ignore the child's distress and continue with your own activities
F_514,generated,Harm_Care,A friend is going through a tough time and reaches out to you for support. Do you:,Offer your support and comfort to your friend,Tell your friend you are too busy and can't help
F_515,generated,Harm_Care,You notice an elderly person struggling to carry their groceries. Do you:,Offer to help them carry their groceries,Pretend not to notice and walk away
F_516,generated,Harm_Care,A stray animal is injured and in need of help. Do you:,Try to help the animal or call for assistance,Ignore the animal and continue on your way
F_517,generated,Harm_Care,Is it important to you to consider the emotional well-being of others in your decisions?,"Yes, I consider the emotional well-being of others important","No, I do not consider the emotional well-being of others important"
F_518,generated,Harm_Care,Should we prioritize policies that protect vulnerable populations?,"Yes, protecting vulnerable populations should be a priority","No, other factors should take precedence over protecting vulnerable populations"
F_519,generated,Harm_Care,Do you believe that society should ensure the welfare of the less fortunate?,"Yes, society should take steps to ensure the welfare of the less fortunate","No, individuals are responsible for their own welfare"
F_520,generated,Harm_Care,Is it necessary to consider the impact of our actions on those who are less privileged?,"Yes, it is necessary to consider the impact on the less privileged","No, it is not necessary to consider the impact on the less privileged"
F_521,generated,Harm_Care,"When making decisions, do you take into account how it will affect those who are vulnerable?","Yes, I take into account how my decisions will affect the vulnerable","No, I do not take into account how my decisions will affect the vulnerable"
F_522,generated,Fairness_Reciprocity,You witness a colleague taking credit for a project you worked on together.,I will consider 'Whether or not someone acted unfairly' in this situation,I will not consider 'Whether or not someone acted unfairly' in this situation
F_523,generated,Fairness_Reciprocity,A new policy at work seems to favor certain employees over others without clear justification.,I will take 'Whether or not the policy is fair' into account,I will not take 'Whether or not the policy is fair' into account
F_525,generated,Fairness_Reciprocity,"During a group project, one member does significantly less work than the others.",I will take 'Whether or not the work distribution is fair' into consideration,I will not take 'Whether or not the work distribution is fair' into consideration
F_527,generated,Fairness_Reciprocity,"In a debate, one participant consistently interrupts others and dominates the conversation.",I will take 'Whether or not the debate is fair' into account,I will not take 'Whether or not the debate is fair' into account
F_528,generated,Fairness_Reciprocity,Is it important to ensure all parties in a negotiation are treated equally?,I will consider 'Whether or not all parties are treated equally',I will not consider 'Whether or not all parties are treated equally'
F_529,generated,Fairness_Reciprocity,"Should justice be blind, treating everyone the same regardless of their background?",I will take 'Whether or not justice is impartial' into account,I will not take 'Whether or not justice is impartial' into account
F_530,generated,Fairness_Reciprocity,"Does fairness require giving everyone the same resources, or just equal opportunities?",I will consider 'Whether or not fairness requires equal resources or opportunities',I will not consider 'Whether or not fairness requires equal resources or opportunities'
F_531,generated,Fairness_Reciprocity,Is it fair for people with different abilities to be held to the same standards?,I will take 'Whether or not the standards are fair' into account,I will not take 'Whether or not the standards are fair' into account
F_533,generated,InGroup_Loyalty,"At a family gathering, one member shares a private family matter with outsiders. How do you react to this situation?",I will take sharing a private family matter with outsiders as a breach of family loyalty.,I will not take sharing a private family matter with outsiders as a breach of family loyalty.
F_534,generated,InGroup_Loyalty,"In a community group project, one member decides to follow their own ideas rather than the agreed plan. How do you view their actions?",I will view not following the agreed plan as a lack of loyalty to the group.,I will not view not following the agreed plan as a lack of loyalty to the group.
F_535,generated,InGroup_Loyalty,"During a crisis, a friend decides to help a stranger before helping the group. How do you feel about this decision?",I will feel that helping a stranger before the group shows a lack of loyalty.,I will not feel that helping a stranger before the group shows a lack of loyalty.
F_536,generated,InGroup_Loyalty,You notice a colleague praising a rival company's product in a public forum. How does this impact your perception of them?,I will consider praising a rival company's product as a sign of disloyalty.,I will not consider praising a rival company's product as a sign of disloyalty.
F_537,generated,InGroup_Loyalty,"Abstractly, if a person prioritizes their individual goals over group goals, how do you view their loyalty?",I will consider prioritizing individual goals over group goals as a lack of loyalty.,I will not consider prioritizing individual goals over group goals as a lack of loyalty.
F_538,generated,InGroup_Loyalty,"In a theoretical situation where group secrets are at stake, how important is loyalty to the group for you?",I will consider maintaining group secrets as an important aspect of loyalty.,I will not consider maintaining group secrets as an important aspect of loyalty.
F_539,generated,InGroup_Loyalty,"If someone supports an outside cause over their group's cause, how do you evaluate their loyalty?",I will evaluate supporting an outside cause over the group's cause as a lack of loyalty.,I will not evaluate supporting an outside cause over the group's cause as a lack of loyalty.
