scenario_id,generaton_type,generation_theme,context,action1,action2,action3,action4
V_430,generated,Axiology,What do you believe is the primary source of moral guidance?,Religious doctrines and traditional values,Rational thinking and scientific principles,Personal experiences and subjective insights,"A synthesis of spiritual, scientific, and personal knowledge"
V_432,generated,Axiology,What is the most important aspect of your personal development?,Conforming to social and family expectations,Achieving personal success and material wealth,Exploring and expressing your unique individuality,Realizing your potential and contributing to the greater good
V_435,generated,Axiology,How do you view the role of tradition in modern life?,As a cornerstone for maintaining societal order,As a historical reference that can be improved upon,As one of many cultural narratives that shape our understanding,As a valuable element to be integrated with modern insights
V_436,generated,Axiology,What motivates your actions in everyday life?,Duty to family and community,Desire for personal achievement and recognition,Pursuit of personal growth and self-expression,Commitment to a larger purpose and collective well-being
V_439,generated,Axiology,What do you consider the ultimate goal of human life?,To fulfill one's roles within family and society,To achieve success and enjoy life,To find and express one's true self,To realize one's potential and contribute to the evolution of humanity
V_440,generated,Axiology,"When considering what guides your moral decisions, which of the following resonates most with you?",Following the traditions and values passed down through generations,Achieving personal success and enjoying life's pleasures,Embracing change and expressing your true self,Striving for universal harmony and self-actualization
V_441,generated,Axiology,Which of the following best describes your approach to values and ethics?,Conforming to societal and family expectations,Seeking personal achievement and rational solutions,Valuing individual uniqueness and creative expression,Integrating diverse perspectives and fostering universal values
V_442,generated,Axiology,What do you consider the primary purpose of life?,To adhere to traditional roles and maintain social order,To pursue material success and personal enjoyment,To find and express one's unique identity,To realize one's potential and contribute to the greater good
V_444,generated,Axiology,"When it comes to moral guidance, what source do you rely on the most?",Religious or conventional authority,Secular and scientific authority,Personal intuition and emotional insight,"A combination of scientific, spiritual, and philosophical knowledge"
V_445,generated,Axiology,What motivates your decisions and actions in life?,A desire to maintain tradition and social harmony,A drive for personal success and hedonistic pleasures,A quest for self-expression and uniqueness,A commitment to self-actualization and global well-being
V_446,generated,Axiology,Which statement best reflects your moral philosophy?,Obedience and humility are paramount,Individual success and rationality are key,Expressing one’s true self is essential,Achieving a balance between personal growth and universal values is ideal
V_447,generated,Axiology,What do you believe is the most important factor in ethical behavior?,Adhering to traditional norms and values,Rational self-interest and material success,Authentic self-expression and creativity,Integrative understanding and universal moral principles
V_448,generated,Axiology,How do you perceive the role of community and family in your life?,As central pillars that guide and shape my values,As important but secondary to personal success,As one of many influences on my unique self-expression,As integral to my journey of self-actualization and contribution to the world
V_449,generated,Axiology,What is your perspective on change and personal growth?,Maintaining stability and tradition is crucial,Change is necessary for personal success and enjoyment,Growth through self-exploration and breaking norms,Continuous evolution towards holistic understanding and global harmony
V_451,generated,Axiology,"Considering your ethical stance, which viewpoint aligns with your beliefs?",Following the established norms and moral codes of my cultural background,Making decisions based on personal gain and self-interest,Recognizing the diversity of perspectives and embracing moral relativism,Seeking harmony between personal fulfillment and contributing to a harmonious society
V_452,generated,Axiology,"In your opinion, what is the primary driving force behind ethical decision-making?",Adherence to traditional values and societal norms,The pursuit of individual desires and ambitions,The recognition of multiple truths and subjective realities,The integration of personal aspirations with the well-being of the collective
V_453,generated,Axiology,"When it comes to defining what is valuable in life, which viewpoint resonates with you the most?",Honoring the customs and traditions passed down through generations,Attaining personal success and achieving financial stability,Embracing diversity and celebrating individual uniqueness,Fulfilling one's potential while contributing to the betterment of society
V_454,generated,Axiology,Which statement best reflects your approach to moral decision-making?,Relying on established ethical guidelines and religious teachings,Focusing on personal gain and maximizing individual happiness,Recognizing the complexity of morality and embracing moral ambiguity,Balancing personal growth with the well-being of others and the environment
V_455,generated,Axiology,"When considering what is morally right, which perspective do you find most compelling?",Following the moral teachings and principles of my cultural or religious heritage,Pursuing personal goals and aspirations without concern for external standards,Understanding morality as socially constructed and context-dependent,Striving to live in alignment with universal principles while honoring personal authenticity
V_456,generated,Axiology,Which approach do you believe is most conducive to fostering a sense of morality?,Instilling traditional values and virtues within oneself and others,Empowering individuals to pursue their self-interest and aspirations,Encouraging dialogue and understanding among diverse perspectives,Cultivating a sense of interconnectedness and responsibility towards the broader community
V_458,generated,Axiology,"In your opinion, what should be the guiding principles of ethical conduct?",Respect for tradition and adherence to cultural values,Self-interest and the pursuit of personal happiness,Openness to diverse perspectives and ethical relativism,Integration of personal growth with collective well-being and sustainability
V_459,generated,Axiology,Which statement best reflects your beliefs about what constitutes a virtuous life?,Living in accordance with the moral precepts of my cultural or religious tradition,Maximizing personal success and achieving one's goals,Embracing individual differences and promoting tolerance and acceptance,Actualizing one's potential while contributing to the flourishing of humanity and the planet
V_460,generated,Axiology,What do you value most in life?,Security and stability,Power and achievement,Self-direction and creativity,Universalism and self-actualization
V_462,generated,Axiology,Which trait do you most admire in others?,Humility and obedience,Ambition and independence,Originality and openness to change,Empathy and interconnectedness
V_463,generated,Axiology,How do you prefer to approach life challenges?,By following established traditions,By applying rational strategies,By thinking outside the box,By integrating diverse perspectives
V_465,generated,Axiology,What is your approach to making decisions?,Relying on conventional wisdom,Using empirical data and logic,Trusting my intuition and emotions,Considering multiple sources of knowledge
V_466,generated,Axiology,Which type of morality do you resonate with?,Pre-conventional morality focused on tradition,Conventional morality based on societal norms,Post-conventional morality focused on individual rights,Universal morality that emphasizes global well-being
V_468,generated,Axiology,How do you perceive nature?,As something to be managed and controlled,As a resource for human use,As a source of inspiration and meaning,As an intrinsic part of our being
V_470,generated,Anthropology,How do you perceive the relationship between humans and nature?,"Humans are stewards of nature, with roles defined by a higher order.","Humans are masters of nature, with a focus on material optimization.",Humans are unique individuals with an intrinsic relationship to nature.,"Humans are co-creators with nature, striving for unity and synergy."
V_471,generated,Anthropology,What is the primary purpose of human life?,To fulfill roles as dictated by religious or metaphysical authorities.,To achieve material success and self-optimization.,To express one's uniqueness and intrinsic values.,To serve the larger whole through self-actualization.
V_472,generated,Anthropology,How do you view humanity's place in the universe?,Humanity is fallen from grace and dependent on salvation.,Humanity is an independent being focused on economic success.,Humanity is a unique individual with intrinsic worth.,Humanity is an evolutionary co-creator with vast potential.
V_473,generated,Anthropology,What is your perspective on moral authority?,It is derived from religious or traditional sources.,It is based on rational-secular and materialist values.,It is internalized through personal and emotional knowing.,"It is synthesized from scientific, spiritual, and subjective sources."
V_475,generated,Anthropology,What is your view on human identity?,It is ethnocentric and defined by traditional values.,It is sociocentric and defined by economic roles.,It is worldcentric and defined by personal uniqueness.,It is planetcentric and defined by unity with nature.
V_476,generated,Anthropology,What role do humans play in the natural world?,Managers of nature as guided by religious authority.,Promethean controllers of nature for material gain.,"Cautious partners with nature, focusing on intrinsic values.","Synergistic co-creators with nature, seeking holistic integration."
V_480,generated,Anthropology,What is your perspective on the purpose of human existence?,Humans should fulfill their roles as determined by a higher order,Humans should strive for personal achievement and material success,Humans should find and express their unique individuality,Humans should seek to realize their full potential in harmony with nature
V_481,generated,Anthropology,What best describes your view on human potential?,Humans are fundamentally flawed and need guidance,Humans are rational beings capable of self-optimization,Humans are unique individuals with intrinsic worth,Humans are evolutionary co-creators with vast potential
V_482,generated,Anthropology,What is the role of humans in relation to nature?,Humans are stewards and caretakers of God's creation,Humans are dominators and exploiters of natural resources,"Humans are participants in a dynamic, interconnected ecosystem",Humans are integral parts of a synergistic relationship with nature
V_485,generated,Anthropology,What is the primary goal of human existence?,To live in accordance with divine will and societal roles,To achieve personal success and happiness through rational means,To express one's unique self and challenge societal norms,To realize one's full potential and contribute to the collective good
V_486,generated,Anthropology,How should humans interact with their environment?,By respecting and maintaining the natural order as ordained by God,By utilizing and controlling nature for human benefit,By recognizing the intrinsic value of nature and promoting sustainability,By fostering a harmonious and mutually beneficial relationship with nature
V_487,generated,Anthropology,What is the essence of being human?,To follow divine commandments and traditional values,To optimize one's capabilities and achieve material success,To seek self-expression and personal fulfillment,To pursue self-actualization and contribute to a larger whole
V_489,generated,Anthropology,What is the relationship between humans and the divine?,Humans are subjects to a transcendent God and must follow divine laws,Humans are independent beings who can shape their own destiny,Humans construct their own spiritual meanings and values,Humans are expressions of a divine force and co-creators of reality
V_491,generated,Anthropology,"In understanding humanity's role within the natural world, which viewpoint aligns closest with your beliefs?","Humanity holds a managerial stewardship role over nature, guided by larger social orders and predetermined purposes. Salvation is sought through religious or metaphysical authorities.","Humanity exercises control over nature, driven by materialistic and hedonistic goals. The individual is depicted as self-optimizing and independent.","Humanity approaches nature with caution, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity aims for unity and synergy with nature, acknowledging interconnectedness and serving the greater whole. The individual is viewed as an evolutionary co-creator."
V_492,generated,Anthropology,"When contemplating the nature of humanity's relationship with nature, which perspective resonates with you the most?","Humanity's role is one of managerial stewardship over nature, following larger social orders and predetermined purposes. Salvation is sought through adherence to religious or metaphysical authorities.","Humanity asserts control over nature, driven by materialistic and hedonistic objectives. The individual is portrayed as self-optimizing and independent.","Humanity approaches nature cautiously, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity aims for unity and synergy with nature, recognizing interconnectedness and serving the greater whole. The individual is seen as an evolutionary co-creator."
V_493,generated,Anthropology,"When reflecting on the essence of humanity's connection with nature, which viewpoint do you find most compelling?","Humanity holds a managerial stewardship role over nature, guided by larger social orders and predetermined purposes. Salvation is sought through religious or metaphysical authorities.","Humanity exercises control over nature, driven by materialistic and hedonistic goals. The individual is depicted as self-optimizing and independent.","Humanity approaches nature with caution, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity aims for unity and synergy with nature, acknowledging interconnectedness and serving the greater whole. The individual is viewed as an evolutionary co-creator."
V_494,generated,Anthropology,"When considering humanity's role in relation to nature, which perspective do you resonate with the most?","Humanity has a managerial stewardship role over nature, following predetermined social roles and larger orders. Salvation is sought through adherence to religious or metaphysical authorities.","Humanity seeks control over nature, driven by materialistic and hedonistic desires. The individual is portrayed as self-optimizing and independent.","Humanity approaches nature with caution, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity strives for unity and synergy with nature, recognizing interconnectedness and serving the greater whole. The individual is seen as an evolutionary co-creator."
V_495,generated,Anthropology,"In contemplating the relationship between humanity and nature, which perspective resonates with you the most?","Humanity holds a managerial stewardship role over nature, guided by larger social orders and predetermined purposes. Salvation is sought through religious or metaphysical authorities.","Humanity exercises control over nature, driven by materialistic and hedonistic objectives. The individual is depicted as self-optimizing and independent.","Humanity approaches nature with caution, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity aims for unity and synergy with nature, acknowledging interconnectedness and serving the greater whole. The individual is viewed as an evolutionary co-creator."
V_496,generated,Anthropology,"When considering the role of humanity in the natural world, which perspective resonates with you the most?","Humanity is tasked with managing and stewarding nature, adhering to predetermined social roles and larger orders. Salvation is sought through religious or metaphysical authorities.","Humanity seeks control over nature, viewing prime purposes through materialistic and hedonistic lenses. Individual optimization and independence are emphasized.","Humanity approaches nature cautiously, finding intrinsic purposes within. The individual is seen as unique and self-expressive, with a focus on personal identity.","Humanity strives for unity and synergy with nature, recognizing inherent interconnectedness and serving the greater whole. The individual is viewed as an evolutionary co-creator."
V_497,generated,Anthropology,"When reflecting on humanity's relationship with nature, which viewpoint resonates with you the most?","Humanity holds a managerial stewardship role over nature, guided by larger social orders and predetermined purposes. Salvation is sought through adherence to religious or metaphysical authorities.","Humanity exercises control over nature, driven by materialistic and hedonistic goals. The individual is depicted as self-optimizing and independent.","Humanity approaches nature with caution, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity aims for unity and synergy with nature, acknowledging interconnectedness and serving the greater whole. The individual is viewed as an evolutionary co-creator."
V_498,generated,Anthropology,"When contemplating humanity's connection with nature, which perspective resonates with you the most?","Humanity has a managerial stewardship role over nature, following predetermined social roles and larger orders. Salvation is sought through adherence to religious or metaphysical authorities.","Humanity seeks control over nature, driven by materialistic and hedonistic desires. The individual is portrayed as self-optimizing and independent.","Humanity approaches nature with caution, seeking intrinsic purposes and emphasizing individual uniqueness and self-expression.","Humanity strives for unity and synergy with nature, recognizing interconnectedness and serving the greater whole. The individual is seen as an evolutionary co-creator."
V_499,generated,Anthropology,"When contemplating the essence of humanity's relationship with nature, which perspective resonates with you the most?","Humanity is tasked with managing and stewarding nature, adhering to predetermined social roles and larger orders. Salvation is sought through religious or metaphysical authorities.","Humanity seeks control over nature, viewing prime purposes through materialistic and hedonistic lenses. Individual optimization and independence are emphasized.","Humanity approaches nature cautiously, finding intrinsic purposes within. The individual is seen as unique and self-expressive, with a focus on personal identity.","Humanity strives for unity and synergy with nature, recognizing inherent interconnectedness and serving the greater whole. The individual is viewed as an evolutionary co-creator."
V_500,generated,Anthropology,"When considering the relationship between humanity and nature, which perspective aligns most with your view?","Humanity should manage nature responsibly, fulfilling roles defined by religious/metaphysical authorities.",Humanity should dominate and control nature for material and individual benefits.,"Humanity should engage cautiously with nature, focusing on individual self-expression and intrinsic values.","Humanity should seek unity and synergy with nature, aiming for self-actualization while serving the larger whole."
V_501,generated,Anthropology,How do you perceive the inherent nature of human beings?,Humans are inherently sinful and require salvation through religious/metaphysical authorities.,"Humans are self-optimizing and independent, driven by material and hedonistic goals.",Humans are unique individuals whose primary purpose is self-expression and intrinsic fulfillment.,"Humans are evolutionary co-creators with vast potential, aiming for synergy with nature and self-actualization."
V_502,generated,Anthropology,What do you believe is the primary purpose of human existence?,"To fulfill roles determined by a larger, divinely ordained order and uphold traditional values.",To achieve personal success and material wealth through individual efforts.,To find intrinsic purposes within oneself and express unique individuality.,To serve the larger whole through self-actualization and contribute to the evolution of consciousness.
V_504,generated,Anthropology,What is your view on human potential?,Human potential is limited by original sin and can be realized through adherence to religious doctrines.,Human potential is defined by individual ambition and the pursuit of material success.,Human potential is unique to each individual and can be realized through self-expression and creativity.,Human potential is vast and can be realized through synergy with nature and collective evolution.
V_507,generated,Anthropology,How do you view humanity's role in the universe?,Humanity has a divinely ordained role to manage and care for the world.,Humanity's role is to dominate and control nature for human benefit.,Humanity's role is to understand and express its place within the diverse perspectives of nature.,"Humanity's role is to evolve in harmony with nature, realizing its potential as part of a larger, interconnected reality."
V_509,generated,Anthropology,Which statement best reflects your view on human purpose?,Human purpose is to serve a divinely ordained plan through community and tradition.,Human purpose is to maximize individual success and material wealth.,Human purpose is to discover and express one's unique individuality.,Human purpose is to achieve self-actualization while contributing to the collective evolution of consciousness and harmony with nature.
V_515,generated,Societal vision,What role should community play in an individual's life?,Community should be the primary source of identity and support.,Individuals should primarily focus on their own success.,Communities should encourage individual uniqueness and expression.,Communities should support individual self-actualization while promoting collective well-being.
V_520,original,Ontology,"On the question of 'is there a universal rule for everything', which one of the following is your favourite answer?",God stands far above life on earth,"The universe is governed by mechanical, natural laws","People look at the world from different perspectives, which are all equally valid",Reality is complex: it is both scientific and spiritual at the same time
V_521,original,Ontology,"On the question of 'what are the values associated with nature?', which one of the following is your favorite answer?",Nature is created by God and is therefore valuable,Nature has value because humans are able to use and enjoy it,"People ascribe different values to nature, and all of them are important","Nature has value in and of itself, even if it has no value for humans whatsoever"
V_523,original,Ontology,"On the question of 'what are the various perspectives on nature?', which one of the following is your favorite answer?","Nature can be harsh and unpredictable, but humans can correctly steward it","Nature is adaptable and robust, so it will readily recover from the damage caused by us","Nature is fragile, so humans can easily destroy its delicate balance",Nature is more complex and mysterious than any single perspective can capture
V_524,original,Epistemology,"On the question of 'what is the role of science in society?', which one of the following is your favorite answer?",We depend too much on science and not enough on faith,Science is the ultimate source of trustworthy knowledge,"Morality, art, and intuition are just as important as science for gaining knowledge about the world","In order to come to a real understanding of the world, science needs to be integrated with other forms of knowledge, such as spiritual insight"
V_527,original,Axiology,"On the question of 'what is the most important thing in your life?', which one of the following is your favorite answer?",to be of service to my family and community/country,to be successful and have people recognize my achievements,to do things my own way and forge my own path in life,to actualize my inner potential and thereby serve the (cultural) evolution of humanity
V_529,original,Axiology,"On the question of 'what does living a good life mean to you?', which one of the following is your favorite answer?",to respect the tradition and honor my community,to be independent and do whatever I enjoy,to support those who are oppressed and dominated,to offer my unique ‘gifts’ to the larger whole I am part of
V_530,original,Axiology,"On the question of 'what lifestyle do you strive for?', which one of the following is your favorite answer?","a sober, simple, and humble lifestyle",a comfortable and fun lifestyle,a diverse and expressive lifestyle,a more wholesome and natural lifestyle
V_532,original,Anthropology,"On the question of 'what is the human-nature relationship from your perspective?', which one of the following is your favorite answer?",Humans should behave as protectors of creation,"By mastering nature, the human being can find freedom",Things in nature are generally more perfect than those made by humans,"On a deep level, I feel to be one with nature"
V_533,original,Anthropology,"On the question of 'what is the nature and role of suffering in human life?', which one of the following is your favorite answer?",The suffering that happens to people is the will of God,The suffering that happens to people does not have meaning but is random,The suffering in the world is created and maintained by existing power structures,I use the pain and suffering in my life as opportunities for growth and development
V_534,original,Anthropology,"On the question of 'what happens to us after death?', which one of the following is your favorite answer?",In an afterlife we will be punished or rewarded for our actions in this life,I don’t believe in an afterlife of any form,I don’t know what happens to us after we die,I believe in reincarnation—that is to say that we will be born again in this world after our death
V_535,original,Societal vision,"On the question of 'what is the relationship between the individual and society?', which one of the following is your favorite answer?",Each individual needs to sacrifice his/her desires to serve the community and society at large,"Everybody needs to take care of, and stand up for, oneself",Society should offer decent care for every individual in society,"When individuals thrive and blossom, they naturally start working for a better world for all"
V_537,original,Anthropology,"In the following statements related to human's inference in nature, which one of the following is your favorite answer?","When it comes to interfering with nature, mankind has no right to play God",Humans can improve on nature,Interfering with nature is risky because it may be too complex for us to understand,"Aware of their deep connectedness, humans and nature can work together in mutually enhancing ways"
V_538,original,Anthropology,"In the following statements related to human beings, which one of the following is your favorite answer?",Humans should behave as protectors of creation,"By mastering nature, the human being can find freedom",Things in nature are generally more perfect than those made by humans,"On a deep level, I feel to be one with nature"
V_539,original,Ontology,"On the question of'is there a universal rule for everything',which one of the following is your favourite answer?",God stands far above life on earth,"The universe is governed by mechanical, natural laws","People look at the world from different perspectives, which are all equally valid",Reality is complex: it is both scientific and spiritual at the same time
